Bin_ID	Marker_lineage_number		Number_genomes	Number_markers	Number_marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain_heterogeneity
STE_203	k__Bacteria	(UID2495)	2993	143	89	34	100	9	0	0	0	73.61	5.18	11.11
STB_8	c__Gammaproteobacteria	(UID4274)	112	580	289	140	411	29	0	0	0	73.59	4.58	58.62
STF2_92	k__Bacteria	(UID203)	5449	104	58	25	78	1	0	0	0	73.59	1.72	100
STB_82	k__Bacteria	(UID2565)	2921	152	93	30	118	4	0	0	0	73.58	3.76	0
STD1_43	k__Bacteria	(UID3187)	2258	188	117	51	131	6	0	0	0	73.57	2.67	16.67
STC_91	k__Bacteria	(UID203)	5449	104	58	18	84	2	0	0	0	73.56	1.88	50
STF1_86	k__Bacteria	(UID2329)	174	149	89	35	108	6	0	0	0	73.55	5.62	100
STC_1	f__Rhodocyclaceae	(UID3972)	30	540	241	116	387	37	0	0	0	73.54	6.54	59.46
STD1_213	k__Bacteria	(UID2495)	2993	143	89	28	114	1	0	0	0	73.53	0.1	100
STF2_95	o__Clostridiales	(UID1120)	304	250	143	51	183	16	0	0	0	73.5	4.02	12.5
STB_175	k__Bacteria	(UID2565)	2921	152	93	33	110	9	0	0	0	73.48	2.74	88.89
STD2_163	k__Bacteria	(UID203)	5449	104	58	19	85	0	0	0	0	73.48	0	0
STB_78	k__Bacteria	(UID1452)	924	151	101	30	119	2	0	0	0	73.43	1.19	100
STE_98	k__Bacteria	(UID203)	5449	102	56	20	82	0	0	0	0	73.41	0	0
STF1_61	p__Euryarchaeota	(UID54)	90	232	151	71	161	0	0	0	0	73.41	0	0
STE_202	k__Bacteria	(UID2495)	2993	143	89	43	98	2	0	0	0	73.4	2.25	0
STD2_164	k__Archaea	(UID2)	207	149	107	33	115	1	0	0	0	73.36	0.93	0
STD2_242	k__Archaea	(UID2)	207	149	107	30	116	3	0	0	0	73.36	2.34	33.33
STF1_244	k__Bacteria	(UID2569)	434	278	186	69	190	19	0	0	0	73.32	5.8	26.32
STE_68	k__Bacteria	(UID2495)	2993	143	89	27	115	1	0	0	0	73.31	1.12	100
STF1_112	c__Clostridia	(UID1085)	35	420	196	87	317	16	0	0	0	73.29	2.92	43.75
STF1_177	k__Archaea	(UID2)	207	149	107	35	114	0	0	0	0	73.29	0	0
STB_146	k__Bacteria	(UID1452)	924	151	101	29	121	1	0	0	0	73.27	0.99	100
STF1_13	k__Bacteria	(UID2495)	2993	147	91	30	114	3	0	0	0	73.26	2.75	33.33
STF2_27	k__Bacteria	(UID2495)	2993	142	88	40	97	5	0	0	0	73.25	4.55	60
STE_107	k__Bacteria	(UID2495)	2993	143	89	29	114	0	0	0	0	73.17	0	0
STD2_243	k__Archaea	(UID2)	207	149	107	38	110	1	0	0	0	73.14	0.31	0
STCSWMC_60	k__Bacteria	(UID2495)	2993	142	88	35	103	4	0	0	0	73.12	3.51	50
STD1_56	k__Bacteria	(UID203)	5449	104	58	18	86	0	0	0	0	73.12	0	0
STD2_124	o__Clostridiales	(UID1120)	304	247	141	54	188	5	0	0	0	73.12	2.39	60
STE_152	k__Bacteria	(UID203)	5449	104	58	18	85	1	0	0	0	73.12	0.16	100
STE_172	k__Bacteria	(UID203)	5449	104	58	18	86	0	0	0	0	73.12	0	0
STE_100	k__Bacteria	(UID2329)	174	149	89	32	115	1	1	0	0	73.11	2.81	100
STA_9	p__Euryarchaeota	(UID54)	90	234	153	59	169	6	0	0	0	73.1	2.29	100
STD1_31	k__Bacteria	(UID1452)	924	151	101	33	118	0	0	0	0	73.1	0	0
STB_22	k__Bacteria	(UID203)	5449	103	57	27	63	13	0	0	0	73.06	2.07	100
STF1_48	k__Bacteria	(UID203)	5449	104	58	26	75	3	0	0	0	73.04	5.17	0
STD2_231	k__Bacteria	(UID2329)	174	149	89	35	112	1	0	1	0	73.03	4.49	0
STD2_151	c__Clostridia	(UID1085)	35	420	196	103	304	12	1	0	0	73.02	2.08	60
STD2_258	k__Bacteria	(UID2495)	2993	143	89	35	107	1	0	0	0	72.98	1.12	0
STD1_26	k__Bacteria	(UID2565)	2921	152	93	30	120	2	0	0	0	72.97	1.43	50
STF1_80	p__Euryarchaeota	(UID49)	95	228	153	65	153	10	0	0	0	72.97	3.58	10
STF2_224	k__Bacteria	(UID203)	5449	104	58	20	84	0	0	0	0	72.96	0	0
STF1_117	k__Bacteria	(UID203)	5449	104	58	21	83	0	0	0	0	72.94	0	0
STF2_36	c__Clostridia	(UID1118)	387	223	124	61	158	4	0	0	0	72.91	2.09	75
STC_77	k__Bacteria	(UID1452)	924	163	110	38	121	4	0	0	0	72.88	2.73	50
STCSWMC_63	k__Bacteria	(UID203)	5449	104	58	25	75	4	0	0	0	72.88	5.17	25
STF1_286	k__Bacteria	(UID2569)	434	278	186	67	204	7	0	0	0	72.87	2.63	28.57
STC_73	k__Bacteria	(UID203)	5449	104	58	19	84	1	0	0	0	72.83	1.72	0
STF1_213	k__Bacteria	(UID203)	5449	104	58	19	80	5	0	0	0	72.83	6.9	60
STF1_257	k__Archaea	(UID2)	207	149	107	33	113	3	0	0	0	72.82	2.34	66.67
STD2_38	k__Bacteria	(UID2495)	2993	147	91	39	106	2	0	0	0	72.8	1.65	50
STD2_137	o__Selenomonadales	(UID1024)	64	334	167	83	247	4	0	0	0	72.79	0.94	75
STB_155	k__Bacteria	(UID203)	5449	104	58	22	79	3	0	0	0	72.78	0.47	0
STD1_94	k__Bacteria	(UID1452)	924	151	101	30	121	0	0	0	0	72.77	0	0
STD1_39	k__Bacteria	(UID2565)	2921	152	93	46	103	3	0	0	0	72.76	2.69	66.67
STF2_229	k__Bacteria	(UID2495)	2993	143	89	28	110	5	0	0	0	72.74	2	60
STA_68	k__Bacteria	(UID2495)	2993	143	89	31	106	6	0	0	0	72.7	4.14	0
STC_106	k__Bacteria	(UID2565)	2921	152	93	29	117	6	0	0	0	72.7	4.5	66.67
STD1_204	k__Bacteria	(UID203)	5449	104	58	18	86	0	0	0	0	72.7	0	0
STF1_206	k__Bacteria	(UID203)	5449	104	58	18	84	2	0	0	0	72.7	2.59	50
STC_71	o__Burkholderiales	(UID4105)	54	553	264	156	352	44	1	0	0	72.69	9.33	29.79
STCSWMC_183	p__Euryarchaeota	(UID54)	90	234	153	52	182	0	0	0	0	72.67	0	0
STD1_202	k__Bacteria	(UID2565)	2921	152	93	43	105	4	0	0	0	72.59	3.23	100
STCSWMC_199	o__Clostridiales	(UID1120)	304	247	141	52	184	11	0	0	0	72.58	3.95	63.64
STD1_139	c__Deltaproteobacteria	(UID3216)	83	247	155	59	180	8	0	0	0	72.55	2.43	37.5
STB_31	k__Bacteria	(UID203)	5449	104	58	18	86	0	0	0	0	72.54	0	0
STC_43	k__Bacteria	(UID203)	5449	104	58	21	83	0	0	0	0	72.53	0	0
STF2_228	k__Archaea	(UID2)	207	149	107	34	113	2	0	0	0	72.51	1.25	50
STE_31	k__Bacteria	(UID2565)	2921	142	87	33	109	0	0	0	0	72.47	0	0
STD1_116	k__Bacteria	(UID1452)	924	151	101	38	106	7	0	0	0	72.42	5.61	14.29
STD1_189	o__Clostridiales	(UID1120)	304	250	143	49	199	2	0	0	0	72.38	0.93	100
STCSWMC_152	k__Bacteria	(UID2495)	2993	143	89	28	110	5	0	0	0	72.37	2.13	20
STD1_92	k__Archaea	(UID2)	207	149	107	35	110	4	0	0	0	72.36	2.41	50
STD2_77	k__Bacteria	(UID2329)	174	149	89	28	114	7	0	0	0	72.36	1.8	28.57
STF2_176	k__Archaea	(UID2)	207	149	107	36	113	0	0	0	0	72.35	0	0
STB_113	k__Bacteria	(UID2565)	2921	152	93	31	118	3	0	0	0	72.34	2.21	66.67
STF2_116	k__Bacteria	(UID203)	5449	104	58	26	76	2	0	0	0	72.31	1.88	50
STB_147	k__Bacteria	(UID1452)	924	160	109	33	125	2	0	0	0	72.29	1.83	0
STB_181	k__Bacteria	(UID1452)	924	151	101	32	119	0	0	0	0	72.28	0	0
STF2_51	k__Archaea	(UID2)	207	149	107	37	107	5	0	0	0	72.27	3.12	60
STB_168	k__Bacteria	(UID203)	5449	104	58	18	85	1	0	0	0	72.26	0.86	0
STF1_105	k__Archaea	(UID2)	207	149	107	34	113	1	0	1	0	72.2	3.74	0
STF1_60	p__Firmicutes	(UID240)	1318	179	104	52	113	13	1	0	0	72.2	9.62	6.25
STF2_117	k__Bacteria	(UID203)	5449	104	58	26	78	0	0	0	0	72.15	0	0
STC_48	k__Bacteria	(UID203)	5449	103	57	18	69	16	0	0	0	72.11	7.18	25
STCSWMC_185	p__Euryarchaeota	(UID54)	90	234	153	66	166	2	0	0	0	72.11	0.68	50
STCSWMC_142	k__Bacteria	(UID3060)	138	338	246	79	254	5	0	0	0	72.1	1.67	80
STCSWMC_130	k__Bacteria	(UID203)	5449	104	58	21	83	0	0	0	0	72.07	0	0
STB_34	k__Bacteria	(UID203)	5449	104	58	27	74	3	0	0	0	72	3.45	66.67
STD2_6	k__Bacteria	(UID2328)	3167	126	75	39	82	5	0	0	0	72	6.67	0
STD1_101	k__Bacteria	(UID2329)	174	149	89	30	118	1	0	0	0	71.99	0.11	100
STCSWMC_126	k__Bacteria	(UID203)	5449	104	58	21	83	0	0	0	0	71.94	0	0
STF1_285	k__Bacteria	(UID2328)	3167	126	75	34	88	4	0	0	0	71.94	5.33	0
STE_155	k__Bacteria	(UID1452)	924	151	101	40	108	3	0	0	0	71.89	0.33	33.33
STB_103	k__Archaea	(UID2)	207	149	107	35	114	0	0	0	0	71.88	0	0
STF2_142	c__Clostridia	(UID1118)	387	223	124	51	167	5	0	0	0	71.87	3.43	40
STD2_62	k__Bacteria	(UID203)	5449	104	58	18	86	0	0	0	0	71.84	0	0
STB_182	p__Euryarchaeota	(UID54)	90	234	153	60	172	2	0	0	0	71.83	0.65	100
STB_24	k__Bacteria	(UID2495)	2993	143	89	29	114	0	0	0	0	71.81	0	0
STD1_23	k__Bacteria	(UID2495)	2993	143	89	29	114	0	0	0	0	71.81	0	0
STA_55	k__Bacteria	(UID1452)	924	151	101	33	117	1	0	0	0	71.78	0.5	100
STB_169	k__Bacteria	(UID1452)	924	151	101	32	118	1	0	0	0	71.78	0.99	0
STB_174	k__Bacteria	(UID1452)	924	151	101	32	118	1	0	0	0	71.78	0.99	100
STC_82	k__Bacteria	(UID1452)	924	151	101	33	117	1	0	0	0	71.78	0.99	0
STD1_51	k__Bacteria	(UID1452)	924	151	101	32	119	0	0	0	0	71.78	0	0
STF1_141	p__Bacteroidetes	(UID2605)	350	316	210	85	224	7	0	0	0	71.78	2.62	71.43
STF1_287	k__Bacteria	(UID2328)	3167	126	75	25	96	5	0	0	0	71.78	4.11	60
STF1_248	o__Clostridiales	(UID1120)	304	250	143	52	197	1	0	0	0	71.77	0.7	0
STE_72	k__Bacteria	(UID1452)	924	161	108	35	126	0	0	0	0	71.76	0	0
STC_118	k__Bacteria	(UID2570)	433	273	183	70	199	4	0	0	0	71.75	0.91	75
STF1_239	p__Euryarchaeota	(UID49)	95	228	153	63	163	2	0	0	0	71.74	0.38	100
STB_150	k__Bacteria	(UID2565)	2921	152	93	37	104	10	1	0	0	71.73	9.14	61.54
STD1_107	k__Bacteria	(UID203)	5449	104	58	19	85	0	0	0	0	71.68	0	0
STD2_110	k__Bacteria	(UID203)	5449	104	58	19	83	2	0	0	0	71.68	1.88	100
STD2_61	k__Bacteria	(UID203)	5449	104	58	20	84	0	0	0	0	71.68	0	0
STF2_187	k__Bacteria	(UID203)	5449	104	58	19	85	0	0	0	0	71.68	0	0
STF2_72	o__Clostridiales	(UID1212)	172	263	149	73	185	5	0	0	0	71.64	2.13	0
STD2_196	k__Bacteria	(UID2495)	2993	143	89	29	111	3	0	0	0	71.62	2.31	33.33
STB_84	c__Gammaproteobacteria	(UID4266)	1097	270	172	74	192	4	0	0	0	71.59	0.97	50
STB_40	k__Bacteria	(UID1452)	924	151	101	33	118	0	0	0	0	71.58	0	0
STC_33	k__Bacteria	(UID1452)	924	151	101	33	118	0	0	0	0	71.58	0	0
STF1_288	k__Archaea	(UID2)	207	149	107	35	113	1	0	0	0	71.58	0.31	0
STF2_182	p__Bacteroidetes	(UID2605)	350	316	210	103	209	4	0	0	0	71.54	1.43	25
STD1_97	k__Bacteria	(UID2565)	2921	152	93	42	106	4	0	0	0	71.52	2.39	75
STA_38	k__Archaea	(UID2)	207	149	107	40	108	1	0	0	0	71.51	0.47	0
STF1_65	k__Bacteria	(UID2569)	434	278	186	74	197	7	0	0	0	71.49	3.23	100
STD2_127	p__Euryarchaeota	(UID3)	148	188	125	41	146	1	0	0	0	71.47	0.8	0
STE_23	p__Firmicutes	(UID240)	1318	179	104	47	120	12	0	0	0	71.45	9.2	58.33
STA_30	k__Bacteria	(UID2495)	2993	143	89	32	108	2	1	0	0	71.44	3.47	40
STD2_171	k__Archaea	(UID2)	207	149	107	37	108	4	0	0	0	71.44	2.65	100
STF1_240	o__Clostridiales	(UID1120)	304	250	143	68	178	4	0	0	0	71.41	1.57	75
STE_148	k__Bacteria	(UID2569)	434	278	186	69	198	11	0	0	0	71.4	3.91	18.18
STF2_236	p__Euryarchaeota	(UID49)	95	228	153	69	157	2	0	0	0	71.4	1.31	100
STB_11	k__Bacteria	(UID2328)	3167	126	75	35	86	5	0	0	0	71.39	6	80
STD1_126	k__Bacteria	(UID1452)	924	151	101	36	114	1	0	0	0	71.39	0.99	0
STA_14	k__Bacteria	(UID1453)	901	171	117	40	128	3	0	0	0	71.36	2.56	33.33
STD2_248	k__Bacteria	(UID1453)	901	171	117	59	108	3	1	0	0	71.34	2.56	0
STE_116	k__Bacteria	(UID209)	5443	105	59	20	85	0	0	0	0	71.31	0	0
STB_112	k__Bacteria	(UID1452)	924	151	101	34	114	3	0	0	0	71.29	0.89	66.67
STB_119	k__Bacteria	(UID1452)	924	151	101	31	120	0	0	0	0	71.29	0	0
STD2_197	k__Bacteria	(UID1452)	924	151	101	33	116	2	0	0	0	71.29	1.16	0
STD1_125	k__Bacteria	(UID2982)	88	230	148	55	151	24	0	0	0	71.28	7.45	12.5
STF2_161	k__Bacteria	(UID203)	5449	102	56	22	78	2	0	0	0	71.27	3.57	100
STD1_146	k__Archaea	(UID2)	207	149	107	35	106	8	0	0	0	71.26	5.92	0
STD1_44	k__Archaea	(UID2)	207	149	107	35	114	0	0	0	0	71.26	0	0
STF1_204	k__Bacteria	(UID2329)	174	149	89	30	117	2	0	0	0	71.24	2.25	50
STB_86	k__Bacteria	(UID2565)	2921	152	93	49	99	4	0	0	0	71.22	3.76	25
STD2_14	g__Prevotella	(UID2724)	55	567	296	127	437	3	0	0	0	71.13	0.46	100
STCSWMC_195	k__Archaea	(UID2)	207	149	107	36	112	1	0	0	0	71.11	0.31	0
STC_103	p__Euryarchaeota	(UID3)	148	187	124	50	136	1	0	0	0	71.08	0.81	0
STCSWMC_79	k__Bacteria	(UID203)	5449	104	58	23	78	3	0	0	0	71.07	1.88	100
STF2_23	o__Clostridiales	(UID1120)	304	250	143	59	188	3	0	0	0	71.04	1.75	66.67
STD1_17	k__Archaea	(UID2)	207	149	107	42	104	3	0	0	0	71.01	2.18	66.67
STF1_47	k__Bacteria	(UID1452)	924	163	110	41	117	5	0	0	0	71.01	4.09	40
STCSWMC_104	k__Bacteria	(UID3060)	138	338	246	103	227	8	0	0	0	71	2.25	75
STF1_46	k__Bacteria	(UID2982)	88	230	148	58	165	6	1	0	0	71	2.39	11.11
STD1_127	k__Bacteria	(UID2495)	2993	143	89	30	112	1	0	0	0	70.99	1.12	100
STD2_239	k__Bacteria	(UID203)	5449	104	58	18	84	2	0	0	0	70.98	1.88	100
STE_59	k__Bacteria	(UID209)	5443	105	59	27	78	0	0	0	0	70.96	0	0
STF2_86	k__Bacteria	(UID2569)	434	278	186	80	170	26	1	1	0	70.9	9.72	37.14
STE_175	k__Bacteria	(UID2495)	2993	143	89	35	102	6	0	0	0	70.85	5.12	0
STD1_27	k__Bacteria	(UID203)	5449	104	58	19	85	0	0	0	0	70.82	0	0
STD2_32	k__Bacteria	(UID203)	5449	104	58	19	85	0	0	0	0	70.82	0	0
STE_70	k__Bacteria	(UID203)	5449	104	58	19	85	0	0	0	0	70.82	0	0
STB_29	k__Bacteria	(UID2495)	2993	143	89	28	115	0	0	0	0	70.79	0	0
STC_31	k__Bacteria	(UID1452)	924	151	101	33	117	1	0	0	0	70.79	0.99	100
STD1_180	k__Bacteria	(UID1452)	924	151	101	32	119	0	0	0	0	70.79	0	0
STF2_201	k__Bacteria	(UID1452)	924	151	101	33	118	0	0	0	0	70.79	0	0
STCSWMC_11	k__Bacteria	(UID2328)	3167	126	75	32	84	10	0	0	0	70.77	9.78	90
STB_39	k__Bacteria	(UID1452)	924	151	101	33	112	6	0	0	0	70.76	4.95	0
STF1_170	p__Euryarchaeota	(UID3)	148	187	124	86	97	4	0	0	0	70.75	2.82	100
STA_32	k__Bacteria	(UID2565)	2921	152	93	35	115	2	0	0	0	70.71	1.61	50
STD1_8	o__Burkholderiales	(UID4002)	107	574	251	168	360	46	0	0	0	70.71	8.79	21.74
STE_3	o__Clostridiales	(UID1212)	172	263	149	81	179	3	0	0	0	70.71	2.01	33.33
STE_141	k__Bacteria	(UID203)	5449	104	58	20	84	0	0	0	0	70.69	0	0
STC_86	k__Bacteria	(UID2495)	2993	143	89	30	112	1	0	0	0	70.68	1.12	100
STE_39	k__Bacteria	(UID2495)	2993	143	89	30	113	0	0	0	0	70.68	0	0
STCSWMC_8	k__Bacteria	(UID2982)	88	230	148	56	164	10	0	0	0	70.65	3.62	30
STD1_191	k__Bacteria	(UID1453)	901	171	117	41	126	4	0	0	0	70.61	2.99	50
STF1_195	p__Euryarchaeota	(UID3)	148	187	124	63	122	2	0	0	0	70.58	0.67	50
STF1_10	o__Clostridiales	(UID1120)	304	247	141	54	186	7	0	0	0	70.57	1.17	100
STA_23	k__Archaea	(UID2)	207	149	107	37	111	1	0	0	0	70.56	0.93	100
STB_23	k__Archaea	(UID2)	207	149	107	37	112	0	0	0	0	70.56	0	0
STD1_21	k__Archaea	(UID2)	207	149	107	37	112	0	0	0	0	70.56	0	0
STD1_201	k__Bacteria	(UID2565)	2921	152	93	34	114	4	0	0	0	70.55	1.37	50
STF1_132	o__Clostridiales	(UID1120)	304	250	143	61	188	1	0	0	0	70.55	0.7	100
STD2_81	k__Bacteria	(UID203)	5449	104	58	19	77	8	0	0	0	70.53	7.92	62.5
STF1_283	k__Bacteria	(UID203)	5449	104	58	19	85	0	0	0	0	70.53	0	0
STF1_52	o__Clostridiales	(UID1120)	304	247	141	65	178	4	0	0	0	70.52	2.84	0
STD2_162	k__Bacteria	(UID2565)	2921	152	93	45	101	6	0	0	0	70.51	5.47	33.33
STD2_46	k__Archaea	(UID2)	207	149	107	40	104	5	0	0	0	70.48	2.72	60
STF1_103	k__Bacteria	(UID203)	5449	104	58	23	80	1	0	0	0	70.48	0.16	100
STD1_109	k__Bacteria	(UID209)	5443	105	59	21	84	0	0	0	0	70.47	0	0
STB_30	k__Bacteria	(UID1452)	924	151	101	34	117	0	0	0	0	70.46	0	0
STF1_148	k__Bacteria	(UID1452)	924	151	101	33	117	1	0	0	0	70.46	0.5	100
STD2_149	c__Alphaproteobacteria	(UID3305)	564	348	229	94	242	11	1	0	0	70.41	3.42	0
STCSWMC_170	c__Clostridia	(UID1118)	387	223	124	61	147	15	0	0	0	70.37	9.01	13.33
STF1_229	k__Bacteria	(UID2982)	88	230	148	52	171	7	0	0	0	70.36	3.75	42.86
STF1_289	k__Bacteria	(UID1452)	924	151	101	42	106	3	0	0	0	70.36	1.6	66.67
STB_158	k__Bacteria	(UID203)	5449	104	58	23	80	1	0	0	0	70.35	1.72	100
STD1_163	k__Bacteria	(UID1452)	924	151	101	36	113	2	0	0	0	70.35	1.49	50
STF2_192	o__Bacteroidales	(UID2617)	213	406	265	117	264	24	1	0	0	70.34	6.68	37.04
STA_4	c__Deltaproteobacteria	(UID3216)	83	247	155	64	171	12	0	0	0	70.31	4.25	66.67
STC_30	k__Bacteria	(UID1452)	924	151	101	34	117	0	0	0	0	70.3	0	0
STC_54	k__Bacteria	(UID1452)	924	151	101	34	117	0	0	0	0	70.3	0	0
STCSWMC_47	k__Bacteria	(UID1452)	924	151	101	35	115	1	0	0	0	70.3	0.99	0
STE_17	k__Bacteria	(UID1452)	924	151	101	35	111	4	1	0	0	70.3	3.91	14.29
STE_90	k__Bacteria	(UID1452)	924	151	101	35	115	1	0	0	0	70.3	0.99	0
STF1_221	o__Clostridiales	(UID1120)	304	247	141	79	164	3	1	0	0	70.3	3.19	33.33
STF1_35	k__Bacteria	(UID1452)	924	151	101	34	117	0	0	0	0	70.3	0	0
STF2_50	k__Bacteria	(UID1452)	924	151	101	35	114	2	0	0	0	70.3	1.08	50
STF2_74	k__Bacteria	(UID1452)	924	151	101	35	115	1	0	0	0	70.3	0.99	0
STF2_194	k__Bacteria	(UID2569)	434	278	186	77	197	4	0	0	0	70.28	1.43	25
STB_20	k__Bacteria	(UID2565)	2921	143	88	32	107	4	0	0	0	70.25	1.41	25
STCSWMC_64	k__Bacteria	(UID2569)	434	278	186	74	196	6	2	0	0	70.22	4.32	41.67
STF2_42	p__Euryarchaeota	(UID49)	95	228	153	64	153	11	0	0	0	70.22	2.47	72.73
STF1_284	c__Clostridia	(UID1118)	387	223	124	52	169	2	0	0	0	70.2	1.21	100
STD2_43	k__Bacteria	(UID2495)	2993	143	89	33	110	0	0	0	0	70.17	0	0
STF1_232	k__Bacteria	(UID2328)	3167	126	75	31	94	1	0	0	0	70.15	0.67	0
STD1_14	k__Bacteria	(UID203)	5449	104	58	19	79	4	2	0	0	70.11	7.63	90
STD1_120	k__Bacteria	(UID1452)	924	151	101	35	116	0	0	0	0	70.1	0	0
STD1_179	k__Bacteria	(UID2495)	2993	147	91	33	103	11	0	0	0	70.07	2.23	9.09
STE_79	k__Bacteria	(UID203)	5449	104	58	22	80	2	0	0	0	70.03	3.45	0
STD2_106	c__Clostridia	(UID1118)	387	223	124	57	164	2	0	0	0	70.01	1.61	100
